"0","1","TARGET_FLAG","TARGET_AMT"
0.849344600580322,0.150655399419678,"0",6567.84107720066
0.809670470369008,0.190329529630992,"0",6593.20632100527
0.887371247856323,0.112628752143677,"0",4451.00553146637
0.731294089601976,0.268705910398024,"0",4410.13464894819
0.854032961294951,0.145967038705049,"0",6433.06299196209
0.789946252543578,0.210053747456422,"0",6912.75728379085
0.578690886932102,0.421309113067898,"0",5456.70437661797
0.589689117496158,0.410310882503842,"0",7554.85939030184
0.959427600681775,0.0405723993182246,"0",6970.10391727876
0.81812562506936,0.18187437493064,"0",8487.17533060766
0.978147974737188,0.0218520252628123,"0",6697.85294508749
0.426058708860017,0.573941291139983,"1",5394.99765429673
0.165075373869487,0.834924626130513,"1",4769.17479519656
0.900200144909708,0.0997998550902922,"0",5004.64750787376
0.964966603252614,0.0350333967473858,"0",5171.38049882686
0.374663748714136,0.625336251285864,"1",5645.07019922342
0.31693858977763,0.68306141022237,"1",5099.87357375332
0.819840935765148,0.180159064234852,"0",6295.65640499396
0.407537325501981,0.592462674498019,"1",4524.89877821159
0.528287715143232,0.471712284856768,"0",5190.48674571862
0.888929543572463,0.111070456427537,"0",6584.98432086727
0.674061824090215,0.325938175909785,"0",4866.6328305475
0.944713908244488,0.0552860917555119,"0",6589.00758200079
0.593748453068312,0.406251546931688,"0",5745.10619528233
0.64225277519739,0.35774722480261,"0",5234.27271886418
0.62822645119292,0.37177354880708,"0",5843.95359280842
0.543946660744673,0.456053339255327,"0",4922.65330102809
0.473982259948779,0.526017740051221,"1",6893.98786459891
0.939423352587459,0.0605766474125407,"0",5921.04401782786
0.859918066868579,0.140081933131421,"0",6218.62958134469
0.876133328651993,0.123866671348007,"0",4306.38616821028
0.583540567420933,0.416459432579067,"0",6405.9141196151
0.914202293704369,0.085797706295631,"0",5551.31968404613
0.806379908609484,0.193620091390516,"0",5779.61416972621
0.774852882274194,0.225147117725806,"0",5581.13580644494
0.956592782129378,0.0434072178706223,"0",7013.42932407253
0.829728104557435,0.170271895442565,"0",6891.32371536383
0.848323601789712,0.151676398210287,"0",6605.62665794543
0.904235202888444,0.0957647971115563,"0",4659.85353951854
0.450257121624813,0.549742878375187,"1",6268.60634879921
0.669490057191988,0.330509942808012,"0",4654.61142957548
0.419017236552154,0.580982763447846,"1",5712.81056505617
0.983455846353919,0.0165441536460812,"0",5811.00509170297
0.460750497954173,0.539249502045827,"1",6843.15812811399
0.995067788294486,0.00493221170551435,"0",6448.18352784519
0.763568000115894,0.236431999884107,"0",4546.36419731507
0.943136068881975,0.0568639311180247,"0",5516.23160362989
0.608552258232973,0.391447741767027,"0",6192.97308635649
0.971109087310799,0.028890912689201,"0",6985.92409875479
0.388440800742025,0.611559199257975,"1",4075.44285953463
0.86396458158994,0.13603541841006,"0",3961.86542618471
0.618133301349633,0.381866698650367,"0",7548.56894491487
0.219753713387052,0.780246286612948,"1",6234.13132324645
0.927716303523143,0.0722836964768573,"0",5457.20555498065
0.685643184085447,0.314356815914553,"0",5233.68225115765
0.728814880636879,0.271185119363121,"0",5626.02108877947
0.554070309343362,0.445929690656638,"0",6557.69788404578
0.591373543519146,0.408626456480854,"0",5754.70679365899
0.916868321620205,0.0831316783797948,"0",4907.09292226153
0.456882719072483,0.543117280927517,"1",4432.52000255785
0.985813614457948,0.0141863855420521,"0",4759.40328125196
0.941645332695089,0.0583546673049114,"0",5739.09813976178
0.627454542832861,0.372545457167139,"0",5405.09336831603
0.840936614896723,0.159063385103277,"0",6956.23517909631
0.936019903099883,0.0639800969001171,"0",5501.81611056852
0.604159698685626,0.395840301314374,"0",4069.61914320221
0.216777663641147,0.783222336358853,"1",5600.44161878162
0.415292761180665,0.584707238819335,"1",7260.98134695866
0.825066688559995,0.174933311440005,"0",5654.61029704665
0.909233437095646,0.0907665629043543,"0",7228.73829087728
0.978018613111031,0.0219813868889692,"0",6284.22080212756
0.755851480879584,0.244148519120416,"0",5868.80959292827
0.326760267647363,0.673239732352637,"1",5257.63514342783
0.605710886502499,0.394289113497501,"0",4520.7801650142
0.330766303350979,0.669233696649021,"1",5555.62263643166
0.724730138491986,0.275269861508015,"0",5529.48418613211
0.626732657324493,0.373267342675507,"0",5557.32773956668
0.724428217709304,0.275571782290696,"0",5393.34202448976
0.849308328741136,0.150691671258863,"0",5641.60715551972
0.957011397982633,0.0429886020173671,"0",5090.38755049187
0.454592499348349,0.545407500651651,"1",4795.00060535297
0.554059943977372,0.445940056022628,"0",6355.5602757215
0.536310348289204,0.463689651710796,"0",6730.47037899355
0.958568203175315,0.041431796824685,"0",6235.44216001424
0.526715915367983,0.473284084632016,"0",5925.4071074952
0.468602883310505,0.531397116689495,"1",6639.22882592524
0.696437762727312,0.303562237272688,"0",5279.28940297045
0.704768386884748,0.295231613115252,"0",6266.76181750108
0.960924455295901,0.0390755447040992,"0",5613.67431274131
0.212169001190215,0.787830998809785,"1",6504.67719230269
0.93070828553833,0.0692917144616702,"0",6131.8718557617
0.908468610459432,0.091531389540568,"0",6233.86695823396
0.952853362692234,0.0471466373077662,"0",6712.38301326407
0.890424185429057,0.109575814570943,"0",6526.67097815953
0.958990929069555,0.0410090709304447,"0",6221.01134071336
0.844288784937398,0.155711215062602,"0",7921.88125924969
0.991338407327017,0.00866159267298334,"0",5543.90734231324
0.689904169045242,0.310095830954758,"0",7113.8519233789
0.685560967317769,0.314439032682231,"0",5989.39863672149
0.875747939386278,0.124252060613722,"0",5482.28840891884
0.642572319814508,0.357427680185492,"0",4492.64385997905
0.542055065359354,0.457944934640646,"0",6104.44555805365
0.352638705229258,0.647361294770742,"1",6076.80006964701
0.351261683808937,0.648738316191063,"1",5572.03478603122
0.914959713173593,0.0850402868264067,"0",7399.50796658409
0.844870565705522,0.155129434294478,"0",6582.16002000074
0.802733351871184,0.197266648128816,"0",5230.62383555534
0.91870420872227,0.0812957912777304,"0",4961.81331991083
0.538601019346442,0.461398980653558,"0",6010.16817653999
0.784134441177655,0.215865558822345,"0",6194.67668907451
0.33517248331006,0.66482751668994,"1",5393.49641562078
0.95582526553668,0.0441747344633203,"0",4145.2642677961
0.734058020535182,0.265941979464818,"0",5697.69122737047
0.877521035626098,0.122478964373902,"0",5455.03988549383
0.378069241284965,0.621930758715035,"1",5349.57904070347
0.95610796236976,0.0438920376302404,"0",5339.2504101458
0.975254196696864,0.0247458033031357,"0",5599.26648279971
0.343986760847869,0.656013239152131,"1",5912.0050983673
0.484216553996897,0.515783446003103,"1",3843.37725231073
0.828365126042983,0.171634873957017,"0",5508.32534445175
0.794826615244391,0.205173384755609,"0",4488.6868988301
0.204440122792375,0.795559877207625,"1",5157.68993712978
0.415718693287631,0.584281306712369,"1",4465.94669266669
0.558661124589567,0.441338875410433,"0",5333.36189424581
0.671330838990236,0.328669161009764,"0",6129.42379640847
0.559782310481613,0.440217689518387,"0",5060.71665568732
0.603307533789003,0.396692466210997,"0",5215.15730843566
0.727953545967976,0.272046454032024,"0",4991.53248984602
0.825581044236169,0.174418955763831,"0",5719.43287363761
0.879812652833022,0.120187347166978,"0",5327.37952669895
0.917389637018704,0.0826103629812955,"0",4464.01633611306
0.901148522866315,0.0988514771336853,"0",6761.6934862191
0.80944797707014,0.19055202292986,"0",4354.24984032276
0.929497240405011,0.0705027595949894,"0",5181.09457410405
0.865984599815637,0.134015400184363,"0",8136.94574958449
0.785154016192226,0.214845983807774,"0",7506.76776615634
0.229046033191552,0.770953966808448,"1",6140.67852417509
0.449930988079933,0.550069011920067,"1",6221.29523099678
0.949610442062226,0.0503895579377739,"0",5794.63545673362
0.889702228675902,0.110297771324098,"0",4392.22126067267
0.925388881575947,0.0746111184240527,"0",4761.74442860974
0.250438672629888,0.749561327370112,"1",5463.60787686842
0.871687443583032,0.128312556416968,"0",4991.75127834228
0.844893452314735,0.155106547685265,"0",4387.27190233021
0.924362794100452,0.0756372058995476,"0",5622.99292345387
0.442918814673887,0.557081185326113,"1",5015.67578402436
0.828412832870941,0.171587167129059,"0",5906.73543676195
0.876677996949098,0.123322003050902,"0",4971.5135693655
0.604549281509895,0.395450718490105,"0",7899.34797943136
0.976887126031644,0.0231128739683561,"0",5674.39510279139
0.422454726813797,0.577545273186203,"1",6033.15892189337
0.569339983120151,0.430660016879849,"0",5826.43597131713
0.21969230211033,0.78030769788967,"1",6286.80062652414
0.442395725288094,0.557604274711906,"1",4184.06943412508
0.652979634419566,0.347020365580435,"0",6712.09792478324
0.572658888494068,0.427341111505932,"0",4058.89464587757
0.969356905603672,0.0306430943963284,"0",6329.9022803163
0.860441378047496,0.139558621952504,"0",4861.97352519122
0.514101540452759,0.485898459547241,"0",5315.78067138436
0.508762322504588,0.491237677495412,"0",5829.03651918205
0.781837380994625,0.218162619005375,"0",6037.03735763496
0.874359218312954,0.125640781687046,"0",4495.76091244617
0.682911008868743,0.317088991131257,"0",5394.12599492118
0.891546341507656,0.108453658492344,"0",4400.0715816004
0.303359516716799,0.696640483283201,"1",6978.32281660003
0.717957722254172,0.282042277745828,"0",5423.4175473957
0.941301978050937,0.058698021949063,"0",7115.96621691834
0.869732558451987,0.130267441548013,"0",7642.73444992773
0.651209543254672,0.348790456745328,"0",6200.14405243617
0.871928542400836,0.128071457599164,"0",6489.36895312584
0.916548842422592,0.0834511575774077,"0",7511.55967148177
0.462076426978249,0.537923573021751,"1",7385.65725325556
0.829033405458136,0.170966594541864,"0",7269.92331395559
0.128284347492773,0.871715652507227,"1",6312.90536245862
0.723046430099196,0.276953569900804,"0",5042.37715036813
0.593801630094512,0.406198369905488,"0",3971.29741381508
0.454038392721107,0.545961607278893,"1",8414.66258472042
0.325058315208475,0.674941684791525,"1",5178.04072080476
0.249463781628234,0.750536218371766,"1",7883.80442732133
0.324519663656811,0.675480336343189,"1",5120.63814906646
0.453009420519768,0.546990579480232,"1",5508.96138867451
0.80668176752081,0.19331823247919,"0",8470.7102435917
0.817510014049008,0.182489985950992,"0",4784.99497667259
0.675902333202747,0.324097666797253,"0",6511.55314089084
0.64519263617618,0.35480736382382,"0",7254.98365317227
0.609890951776804,0.390109048223196,"0",5683.47193564842
0.951439791840495,0.0485602081595047,"0",5271.07626414961
0.930841259048585,0.0691587409514152,"0",4275.3983739179
0.821470917630796,0.178529082369204,"0",6254.04872896033
0.640870462379019,0.359129537620981,"0",7739.68820609926
0.490260098947386,0.509739901052614,"1",5043.04654568435
0.285682227686002,0.714317772313998,"1",5352.47730467434
0.749284241298301,0.250715758701699,"0",7139.88119579205
0.631474143802074,0.368525856197926,"0",4218.53679655808
0.903214986499953,0.0967850135000472,"0",6394.00262415738
0.488615824759037,0.511384175240963,"1",4899.67021879448
0.583212845531647,0.416787154468353,"0",6028.03178926786
0.72596029008005,0.27403970991995,"0",5997.7325133603
0.703756999159754,0.296243000840246,"0",5524.06389970369
0.855723816413217,0.144276183586783,"0",7949.27460806662
0.847522524082353,0.152477475917647,"0",6798.44605775948
0.584888407525456,0.415111592474544,"0",4868.31374612584
0.904521422462352,0.0954785775376476,"0",7164.77054700534
0.955848598498853,0.0441514015011475,"0",6148.22386807945
0.923276922789993,0.0767230772100067,"0",4647.7715306952
0.982795153780901,0.017204846219099,"0",5678.1102860848
0.148321651176211,0.851678348823789,"1",5267.82661171335
0.973472206290509,0.0265277937094908,"0",8428.01171748393
0.94413713452417,0.0558628654758303,"0",4991.54015296578
0.92299236681616,0.0770076331838401,"0",5868.00303533989
0.971860911913727,0.0281390880862726,"0",6619.29153166882
0.760086472707511,0.23991352729249,"0",5517.0864363489
0.400826248130584,0.599173751869416,"1",5522.02813157161
0.409709502860321,0.590290497139679,"1",5591.49468727933
0.950224754869076,0.0497752451309235,"0",4065.62157004238
